Unnamed: 0,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number,ind,mi-eff N,mi-eff P,Seebeck,Powerfactor
mp-1228502,0.0110830051666667,0.0,Al2SiAg7,0.0701343959666664,"['Ag', 'Al', 'Si']","# generated using pymatgen
data_Al2SiAg7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.04513000
_cell_length_b   6.97040300
_cell_length_c   7.01462823
_cell_angle_alpha   88.81538612
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2SiAg7
_chemical_formula_sum   'Al4 Si2 Ag14'
_cell_volume   344.39649800
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.19215700  0.18935900  0.44230200  1
  Al  Al1  1  0.69215700  0.81064100  0.55769800  1
  Al  Al2  1  0.81481600  0.30962500  0.93536400  1
  Al  Al3  1  0.31481600  0.69037500  0.06463600  1
  Si  Si4  1  0.43713700  0.93657300  0.31215400  1
  Si  Si5  1  0.93713700  0.06342700  0.68784600  1
  Ag  Ag6  1  0.95771000  0.70488700  0.87412100  1
  Ag  Ag7  1  0.69976600  0.62619200  0.20729900  1
  Ag  Ag8  1  0.62102000  0.95670800  0.95441200  1
  Ag  Ag9  1  0.45771000  0.29511300  0.12587900  1
  Ag  Ag10  1  0.19976600  0.37380800  0.79270100  1
  Ag  Ag11  1  0.12102000  0.04329200  0.04558800  1
  Ag  Ag12  1  0.04473000  0.79839300  0.37621900  1
  Ag  Ag13  1  0.29624000  0.87685300  0.70382800  1
  Ag  Ag14  1  0.37139700  0.54452800  0.45043400  1
  Ag  Ag15  1  0.54473000  0.20160700  0.62378100  1
  Ag  Ag16  1  0.79624000  0.12314700  0.29617200  1
  Ag  Ag17  1  0.87139700  0.45547200  0.54956600  1
  Ag  Ag18  1  0.56502700  0.56704700  0.81627000  1
  Ag  Ag19  1  0.06502700  0.43295300  0.18373000  1
",4,186,,,,
mp-1228614,-0.8128910481495106,0.9642,Ba2Ag8S7,0.0,"['Ag', 'Ba', 'S']","# generated using pymatgen
data_Ba2Ag8S7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.43961000
_cell_length_b   10.99393600
_cell_length_c   16.15018600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2Ag8S7
_chemical_formula_sum   'Ba4 Ag16 S14'
_cell_volume   788.27100794
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.25729900  0.87713300  0.36306900  1
  Ba  Ba1  1  0.25729900  0.87713300  0.63693100  1
  Ba  Ba2  1  0.75729900  0.12286700  0.13693100  1
  Ba  Ba3  1  0.75729900  0.12286700  0.86306900  1
  Ag  Ag4  1  0.75283500  0.47877000  0.39518300  1
  Ag  Ag5  1  0.75283500  0.47877000  0.60481700  1
  Ag  Ag6  1  0.25283500  0.52123000  0.10481700  1
  Ag  Ag7  1  0.25283500  0.52123000  0.89518300  1
  Ag  Ag8  1  0.76621000  0.19669300  0.35604100  1
  Ag  Ag9  1  0.76621000  0.19669300  0.64395900  1
  Ag  Ag10  1  0.26621000  0.80330700  0.14395900  1
  Ag  Ag11  1  0.26621000  0.80330700  0.85604100  1
  Ag  Ag12  1  0.25577500  0.36830600  0.29018000  1
  Ag  Ag13  1  0.25577500  0.36830600  0.70982000  1
  Ag  Ag14  1  0.75577500  0.63169400  0.20982000  1
  Ag  Ag15  1  0.75577500  0.63169400  0.79018000  1
  Ag  Ag16  1  0.24781000  0.57760100  0.50000000  1
  Ag  Ag17  1  0.74781000  0.42239900  0.00000000  1
  Ag  Ag18  1  0.17222500  0.18766300  0.50000000  1
  Ag  Ag19  1  0.67222500  0.81233700  0.00000000  1
  S  S20  1  0.24384800  0.57698200  0.34808000  1
  S  S21  1  0.24384800  0.57698200  0.65192000  1
  S  S22  1  0.74384800  0.42301800  0.15192000  1
  S  S23  1  0.74384800  0.42301800  0.84808000  1
  S  S24  1  0.76246000  0.79909100  0.50000000  1
  S  S25  1  0.26246000  0.20090900  0.00000000  1
  S  S26  1  0.75671700  0.99556100  0.50000000  1
  S  S27  1  0.25671700  0.00443900  0.00000000  1
  S  S28  1  0.25783500  0.14572900  0.27865100  1
  S  S29  1  0.25783500  0.14572900  0.72134900  1
  S  S30  1  0.75783500  0.85427100  0.22134900  1
  S  S31  1  0.75783500  0.85427100  0.77865100  1
  S  S32  1  0.66018300  0.29904700  0.50000000  1
  S  S33  1  0.16018300  0.70095300  0.00000000  1
",31,187,,,,
mp-1229031,-0.057328683333333,0.0,AgPd2Au,0.0069463868749997,"['Ag', 'Au', 'Pd']","# generated using pymatgen
data_AgPd2Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.46987424
_cell_length_b   9.46987424
_cell_length_c   9.46987397
_cell_angle_alpha   17.46091703
_cell_angle_beta   17.46091703
_cell_angle_gamma   17.46091682
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgPd2Au
_chemical_formula_sum   'Ag1 Pd2 Au1'
_cell_volume   66.72878223
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.99803100  0.99803100  0.99803100  1
  Pd  Pd1  1  0.50182900  0.50182900  0.50182900  1
  Pd  Pd2  1  0.24850800  0.24850800  0.24850800  1
  Au  Au3  1  0.75163200  0.75163200  0.75163200  1
",160,188,,,,
mp-1229124,-0.9770101256249992,0.0,Ag3AsO4,0.0,"['Ag', 'As', 'O']","# generated using pymatgen
data_Ag3AsO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.24650679
_cell_length_b   6.24650679
_cell_length_c   6.24650651
_cell_angle_alpha   90.04294004
_cell_angle_beta   90.04294004
_cell_angle_gamma   90.04293668
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag3AsO4
_chemical_formula_sum   'Ag6 As2 O8'
_cell_volume   243.73127690
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.73113500  0.99989000  0.50013300  1
  Ag  Ag1  1  0.99989000  0.50013300  0.73113500  1
  Ag  Ag2  1  0.50013300  0.73113500  0.99989000  1
  Ag  Ag3  1  0.23113500  0.00013300  0.49989000  1
  Ag  Ag4  1  0.49989000  0.23113500  0.00013300  1
  Ag  Ag5  1  0.00013300  0.49989000  0.23113500  1
  As  As6  1  0.49962700  0.49962700  0.49962700  1
  As  As7  1  0.99962700  0.99962700  0.99962700  1
  O  O8  1  0.66118300  0.33952400  0.66049200  1
  O  O9  1  0.66049200  0.66118300  0.33952400  1
  O  O10  1  0.33911700  0.33911700  0.33911700  1
  O  O11  1  0.33952400  0.66049200  0.66118300  1
  O  O12  1  0.83911700  0.83911700  0.83911700  1
  O  O13  1  0.16118300  0.16049200  0.83952400  1
  O  O14  1  0.16049200  0.83952400  0.16118300  1
  O  O15  1  0.83952400  0.16118300  0.16049200  1
",161,189,,,,
mp-1229165,-0.6470208089772733,0.6759000000000004,Ag3Bi7S12,0.0092191851515162,"['Ag', 'Bi', 'S']","# generated using pymatgen
data_Ag3Bi7S12
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.03639371
_cell_length_b   7.03639371
_cell_length_c   20.45132175
_cell_angle_alpha   78.43999161
_cell_angle_beta   78.43999161
_cell_angle_gamma   33.66118691
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag3Bi7S12
_chemical_formula_sum   'Ag3 Bi7 S12'
_cell_volume   548.80543422
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00000000  0.00000000  0.50000000  1
  Ag  Ag1  1  0.29906100  0.29906100  0.91226600  1
  Ag  Ag2  1  0.70093900  0.70093900  0.08773400  1
  Bi  Bi3  1  0.61364300  0.61364300  0.82737800  1
  Bi  Bi4  1  0.38635700  0.38635700  0.17262200  1
  Bi  Bi5  1  0.00000000  0.00000000  0.00000000  1
  Bi  Bi6  1  0.23750900  0.23750900  0.58880500  1
  Bi  Bi7  1  0.76249100  0.76249100  0.41119500  1
  Bi  Bi8  1  0.91817100  0.91817100  0.73196800  1
  Bi  Bi9  1  0.08182900  0.08182900  0.26803200  1
  S  S10  1  0.43710500  0.43710500  0.29698600  1
  S  S11  1  0.56289500  0.56289500  0.70301400  1
  S  S12  1  0.73266700  0.73266700  0.21033500  1
  S  S13  1  0.26733300  0.26733300  0.78966500  1
  S  S14  1  0.12643400  0.12643400  0.38862000  1
  S  S15  1  0.87356600  0.87356600  0.61138000  1
  S  S16  1  0.34839500  0.34839500  0.03445500  1
  S  S17  1  0.65160500  0.65160500  0.96554500  1
  S  S18  1  0.03202200  0.03202200  0.13158600  1
  S  S19  1  0.96797800  0.96797800  0.86841400  1
  S  S20  1  0.36243700  0.36243700  0.47095900  1
  S  S21  1  0.63756300  0.63756300  0.52904100  1
",12,190,,,,
mp-1229177,-1.071720726180556,0.4554,Ag2CO3,0.0295869247222215,"['Ag', 'C', 'O']","# generated using pymatgen
data_Ag2CO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.16008808
_cell_length_b   9.16008808
_cell_length_c   3.40826300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000057
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2CO3
_chemical_formula_sum   'Ag6 C3 O9'
_cell_volume   247.66408298
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.66568600  0.00729100  0.50000000  1
  Ag  Ag1  1  0.34160500  0.33431400  0.50000000  1
  Ag  Ag2  1  0.99270900  0.65839500  0.50000000  1
  Ag  Ag3  1  0.66401000  0.69730100  0.00000000  1
  Ag  Ag4  1  0.03329100  0.33599000  0.00000000  1
  Ag  Ag5  1  0.30269900  0.96670900  0.00000000  1
  C  C6  1  0.00000000  0.00000000  0.50000000  1
  C  C7  1  0.33333300  0.66666700  0.50000000  1
  C  C8  1  0.66666700  0.33333300  0.00000000  1
  O  O9  1  0.94611000  0.10731900  0.50000000  1
  O  O10  1  0.16120900  0.05389000  0.50000000  1
  O  O11  1  0.89268100  0.83879100  0.50000000  1
  O  O12  1  0.38870900  0.82810500  0.50000000  1
  O  O13  1  0.17189500  0.56060400  0.50000000  1
  O  O14  1  0.43939600  0.61129100  0.50000000  1
  O  O15  1  0.50244900  0.26108500  0.00000000  1
  O  O16  1  0.75863600  0.49755100  0.00000000  1
  O  O17  1  0.73891500  0.24136400  0.00000000  1
",174,191,,,,
mp-13407,-0.3478948511111112,0.0,CeAgPb,0.0,"['Ag', 'Ce', 'Pb']","# generated using pymatgen
data_CeAgPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.93843821
_cell_length_b   4.93843821
_cell_length_c   7.61661000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000275
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeAgPb
_chemical_formula_sum   'Ce2 Ag2 Pb2'
_cell_volume   160.86871246
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.00000000  0.00000000  0.00065700  1
  Ce  Ce1  1  0.00000000  0.00000000  0.50065700  1
  Ag  Ag2  1  0.66666700  0.33333300  0.30431500  1
  Ag  Ag3  1  0.33333300  0.66666700  0.80431500  1
  Pb  Pb4  1  0.33333300  0.66666700  0.22212800  1
  Pb  Pb5  1  0.66666700  0.33333300  0.72212800  1
",186,192,,,,
mp-13740,-0.4421767490625008,1.5694000000000004,AgAsS2,0.0010836799999962,"['Ag', 'As', 'S']","# generated using pymatgen
data_AgAsS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.70629545
_cell_length_b   8.70629545
_cell_length_c   8.70629570
_cell_angle_alpha   106.81611232
_cell_angle_beta   106.81611232
_cell_angle_gamma   106.81611372
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgAsS2
_chemical_formula_sum   'Ag6 As6 S12'
_cell_volume   552.33271393
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.32214300  0.72954100  0.90323300  1
  Ag  Ag1  1  0.72954100  0.90323300  0.32214300  1
  Ag  Ag2  1  0.90323300  0.32214300  0.72954100  1
  Ag  Ag3  1  0.67785700  0.27045900  0.09676700  1
  Ag  Ag4  1  0.27045900  0.09676700  0.67785700  1
  Ag  Ag5  1  0.09676700  0.67785700  0.27045900  1
  As  As6  1  0.12938700  0.34065400  0.41740800  1
  As  As7  1  0.58259200  0.87061300  0.65934600  1
  As  As8  1  0.87061300  0.65934600  0.58259200  1
  As  As9  1  0.34065400  0.41740800  0.12938700  1
  As  As10  1  0.41740800  0.12938700  0.34065400  1
  As  As11  1  0.65934600  0.58259200  0.87061300  1
  S  S12  1  0.14229500  0.06458300  0.34784800  1
  S  S13  1  0.06458300  0.34784800  0.14229500  1
  S  S14  1  0.34784800  0.14229500  0.06458300  1
  S  S15  1  0.85770500  0.93541700  0.65215200  1
  S  S16  1  0.93541700  0.65215200  0.85770500  1
  S  S17  1  0.65215200  0.85770500  0.93541700  1
  S  S18  1  0.84814900  0.24221500  0.38544700  1
  S  S19  1  0.24221500  0.38544700  0.84814900  1
  S  S20  1  0.61455300  0.15185100  0.75778500  1
  S  S21  1  0.15185100  0.75778500  0.61455300  1
  S  S22  1  0.75778500  0.61455300  0.15185100  1
  S  S23  1  0.38544700  0.84814900  0.24221500  1
",148,193,1.9235415366692104,2.076184616948863,570.6883033333334,406.2360037759421
mp-13910,-0.3341741153333331,0.0,Ba(AgGe)2,0.0,"['Ba', 'Ag', 'Ge']","# generated using pymatgen
data_Ba(AgGe)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.37336656
_cell_length_b   6.37336656
_cell_length_c   6.37336656
_cell_angle_alpha   137.04190504
_cell_angle_beta   137.04190504
_cell_angle_gamma   62.37358100
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(AgGe)2
_chemical_formula_sum   'Ba1 Ag2 Ge2'
_cell_volume   118.77429888
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag1  1  0.25000000  0.75000000  0.50000000  1
  Ag  Ag2  1  0.75000000  0.25000000  0.50000000  1
  Ge  Ge3  1  0.61725100  0.61725100  0.00000000  1
  Ge  Ge4  1  0.38274900  0.38274900  0.00000000  1
",139,194,,,,
mp-14091,-0.6188816720052084,1.7173999999999996,AlAgSe2,0.0,"['Al', 'Ag', 'Se']","# generated using pymatgen
data_AlAgSe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.01049566
_cell_length_b   7.01049566
_cell_length_c   7.01049566
_cell_angle_alpha   128.94092151
_cell_angle_beta   128.94092151
_cell_angle_gamma   75.10565212
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlAgSe2
_chemical_formula_sum   'Al2 Ag2 Se4'
_cell_volume   202.94212530
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.25000000  0.75000000  0.50000000  1
  Al  Al1  1  0.50000000  0.50000000  0.00000000  1
  Ag  Ag2  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag3  1  0.75000000  0.25000000  0.50000000  1
  Se  Se4  1  0.58887500  0.62500000  0.46387500  1
  Se  Se5  1  0.37500000  0.83887500  0.96387500  1
  Se  Se6  1  0.16112500  0.12500000  0.53612500  1
  Se  Se7  1  0.87500000  0.41112500  0.03612500  1
",122,195,0.1400114045364107,1.0148609912199085,552.49206,498.88608677864624
mp-14092,-0.3594969620833335,1.6624999999999996,AlAgTe2,0.0,"['Al', 'Ag', 'Te']","# generated using pymatgen
data_AlAgTe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.61976088
_cell_length_b   7.61976088
_cell_length_c   7.61976088
_cell_angle_alpha   130.18212981
_cell_angle_beta   130.18212981
_cell_angle_gamma   73.11576786
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlAgTe2
_chemical_formula_sum   'Al2 Ag2 Te4'
_cell_volume   252.15498964
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.50000000  0.50000000  0.00000000  1
  Al  Al1  1  0.25000000  0.75000000  0.50000000  1
  Ag  Ag2  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag3  1  0.75000000  0.25000000  0.50000000  1
  Te  Te4  1  0.14589000  0.12500000  0.52089000  1
  Te  Te5  1  0.87500000  0.39589000  0.02089000  1
  Te  Te6  1  0.37500000  0.85411000  0.97911000  1
  Te  Te7  1  0.60411000  0.62500000  0.47911000  1
",122,196,0.1199073760497927,0.504397436437333,446.8404,734.3814487165148
mp-14206,-0.3636897336249998,1.2928,K3Ag3As2,0.0,"['Ag', 'As', 'K']","# generated using pymatgen
data_K3Ag3As2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.99234064
_cell_length_b   7.99234064
_cell_length_c   7.99234064
_cell_angle_alpha   44.87360709
_cell_angle_beta   44.87360709
_cell_angle_gamma   44.87360579
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K3Ag3As2
_chemical_formula_sum   'K3 Ag3 As2'
_cell_volume   231.25050589
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.09120000  0.09120000  0.09120000  1
  K  K1  1  0.90880000  0.90880000  0.90880000  1
  K  K2  1  0.50000000  0.50000000  0.50000000  1
  Ag  Ag3  1  0.00000000  0.50000000  0.50000000  1
  Ag  Ag4  1  0.50000000  0.50000000  0.00000000  1
  Ag  Ag5  1  0.50000000  0.00000000  0.50000000  1
  As  As6  1  0.75434800  0.75434800  0.75434800  1
  As  As7  1  0.24565200  0.24565200  0.24565200  1
",166,197,0.3479984575117213,1.1192122046651778,537.6129433333333,585.6772832764831
mp-1540016,-1.356055055238095,0.9721,Ca(AgO2)2,0.0,"['Ag', 'Ca', 'O']","# generated using pymatgen
data_Ca(AgO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.66125153
_cell_length_b   6.66125153
_cell_length_c   6.66125153
_cell_angle_alpha   125.92934270
_cell_angle_beta   125.92934270
_cell_angle_gamma   80.00430120
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca(AgO2)2
_chemical_formula_sum   'Ca2 Ag4 O8'
_cell_volume   187.11630328
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75000000  0.25000000  0.50000000  1
  Ca  Ca1  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag2  1  0.37500000  0.12500000  0.75000000  1
  Ag  Ag3  1  0.37500000  0.62500000  0.25000000  1
  Ag  Ag4  1  0.87500000  0.62500000  0.25000000  1
  Ag  Ag5  1  0.37500000  0.62500000  0.75000000  1
  O  O6  1  0.04678900  0.99512700  0.64395600  1
  O  O7  1  0.59716700  0.95321100  0.94833800  1
  O  O8  1  0.00487300  0.64882900  0.05166200  1
  O  O9  1  0.39882900  0.84716700  0.14395600  1
  O  O10  1  0.74512700  0.60117100  0.44833800  1
  O  O11  1  0.15283300  0.29678900  0.55166200  1
  O  O12  1  0.35117100  0.40283300  0.35604400  1
  O  O13  1  0.70321100  0.25487300  0.85604400  1
",88,198,,,,
mp-16060,-1.4250217455155554,1.0555,AgAuF4,0.0,"['Ag', 'Au', 'F']","# generated using pymatgen
data_AgAuF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.87928079
_cell_length_b   6.87928079
_cell_length_c   6.87928079
_cell_angle_alpha   129.42873611
_cell_angle_beta   129.42873611
_cell_angle_gamma   74.32169049
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgAuF4
_chemical_formula_sum   'Ag2 Au2 F8'
_cell_volume   189.33842644
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.25000000  0.25000000  0.00000000  1
  Ag  Ag1  1  0.75000000  0.75000000  0.00000000  1
  Au  Au2  1  0.50000000  0.00000000  0.50000000  1
  Au  Au3  1  0.00000000  0.50000000  0.50000000  1
  F  F4  1  0.20238100  0.70238100  0.16010000  1
  F  F5  1  0.45772000  0.95772000  0.16010000  1
  F  F6  1  0.79761900  0.29761900  0.83990000  1
  F  F7  1  0.29761900  0.45772000  0.50000000  1
  F  F8  1  0.54228000  0.04228000  0.83990000  1
  F  F9  1  0.04228000  0.20238100  0.50000000  1
  F  F10  1  0.70238100  0.54228000  0.50000000  1
  F  F11  1  0.95772000  0.79761900  0.50000000  1
",140,199,2.152252578700928,4.216477091707622,625.6896733333333,180.74297837173523
mp-16766,-0.2716208025000005,0.0,LaAl2Ag3,0.0682151900000018,"['La', 'Al', 'Ag']","# generated using pymatgen
data_LaAl2Ag3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.80820964
_cell_length_b   5.80820964
_cell_length_c   4.26529900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999595
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaAl2Ag3
_chemical_formula_sum   'La1 Al2 Ag3'
_cell_volume   124.61338620
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.00000000  0.00000000  1
  Al  Al1  1  0.33333300  0.66666700  0.00000000  1
  Al  Al2  1  0.66666700  0.33333300  0.00000000  1
  Ag  Ag3  1  0.50000000  0.00000000  0.50000000  1
  Ag  Ag4  1  0.50000000  0.50000000  0.50000000  1
  Ag  Ag5  1  0.00000000  0.50000000  0.50000000  1
",191,200,,,,
mp-18125,-1.4064038288957574,0.2641000000000002,Ag(AuF4)2,0.0,"['Ag', 'Au', 'F']","# generated using pymatgen
data_Ag(AuF4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.38463800
_cell_length_b   5.54118700
_cell_length_c   7.65634220
_cell_angle_alpha   47.65775521
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag(AuF4)2
_chemical_formula_sum   'Ag2 Au4 F16'
_cell_volume   356.99895509
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.50000000  0.50000000  0.50000000  1
  Ag  Ag1  1  0.00000000  0.50000000  0.00000000  1
  Au  Au2  1  0.68021800  0.25568100  0.01322100  1
  Au  Au3  1  0.18021800  0.74431900  0.48677900  1
  Au  Au4  1  0.81978200  0.25568100  0.51322100  1
  Au  Au5  1  0.31978200  0.74431900  0.98677900  1
  F  F6  1  0.22522500  0.44201500  0.27018700  1
  F  F7  1  0.72522500  0.55798500  0.22981300  1
  F  F8  1  0.77477500  0.55798500  0.72981300  1
  F  F9  1  0.27477500  0.44201500  0.77018700  1
  F  F10  1  0.17391800  0.89064000  0.80533400  1
  F  F11  1  0.67391800  0.10936000  0.69466600  1
  F  F12  1  0.08680200  0.03503500  0.18951500  1
  F  F13  1  0.58680200  0.96496500  0.31048500  1
  F  F14  1  0.91319800  0.96496500  0.81048500  1
  F  F15  1  0.41319800  0.03503500  0.68951500  1
  F  F16  1  0.03174400  0.59544200  0.67004900  1
  F  F17  1  0.53174400  0.40455800  0.82995100  1
  F  F18  1  0.96825600  0.40455800  0.32995100  1
  F  F19  1  0.46825600  0.59544200  0.17004900  1
  F  F20  1  0.32608200  0.89064000  0.30533400  1
  F  F21  1  0.82608200  0.10936000  0.19466600  1
",14,201,,,,
